Sequence_Index	Protein_Name_First	Sequence_Length	Sequence_Hash	Protein_Count	Duplicate_Proteins
2529	SO2649	324	921052964B1186C368FD641924DD7EE7D1B3EA54	1	
2530	SO2650	259	7870E8F7524B28AC6FB80E74A83C0F686A8BC0F5	1	
2531	SO2651	33	6122D4B26B9D2B877B6DCD489996EABDC6BFA446	1	
2532	SO2652	248	AF8F28F28D779779F3DF11AA12EF98051A1F09DA	1	
2533	SO2653	74	4FFC586DEDCAB56FD633B2BE225F6577342BD634	1	
2534	SO2654	669	F6B0F265FC6EBA1822D1BC7970E849EC9BCAB020	1	
2535	SO2655	318	CAF72B9D9D29179C3E5CAE7FF17EE6A696595092	1	
2536	SO2656	84	BD00A0C470015ED7E5B0659DB1515088771BCE53	1	
2537	SO2657	106	2B8384E1360CEC1C77A163A2524E655B32CE7A92	1	
2538	SO2658	75	3C545BC3EE0549DFD308AD0A76D19CE0B048395C	1	
2539	SO2659	106	623BE9EE257B1E3E867F13853B569417283436A5	1	
2540	SO2660	206	6B0BE09C78B0BFFE9580B2C0165E4AC77FF962BD	1	
2541	SO2661	91	EE8CF319E1E44DFE3A89EE8ECDAD2EFEBEB78A70	1	
2542	SO2662	78	73BC295D87435911DEA8C7BADF579DA536D086D4	1	
2543	SO2663	189	E24B92ED44A681A5ACC3AE72EDBC3119A718E0BC	1	
2544	SO2664	97	307A9BF7770E489263723EDADCE87BF35331E64D	1	
2545	SO2665	85	C34D87E63E69AB91081556024D0A2EA97893F815	1	
2546	SO2666	188	47CA6F95A4438BDB76808DE7EB16FC33ABFBCA66	1	
2547	SO2667	177	8B833B9BA2DC7ECADA2141BD962E615A7F5344E2	1	
2548	SO2667a	99	C41B15893384CDE9A1B362A01C64DDE78EB07165	1	
2549	SO2668	145	AECE4C47A12550C34FC9F157A1714989AE275070	1	
2550	SO2669	64	5370856E87FCB5A47D45D4C8A5C0D5593CC20E19	1	
2551	SO2670	148	A39D79F000CFCB854D2941835F0609FE21944BD6	1	
2552	SO2671	196	CFC070BE9EED5FB1208F9DCDF6DF8D6F513C3A9D	1	
2553	SO2672	86	FEFFC492E76DBF45E1D17E8B05D49EFCC482A4DB	1	
2554	SO2673	202	180F12C949A816ED7B8225BDE0FC21F7F351D816	1	
2555	SO2674	71	9E9B25A7FF590650E74F5A35CEC5E426251E9B51	1	
2556	SO2675	100	896B760F1F266C28FC1046A89C3B60775D296443	1	
2557	SO2676	96	C618EF8C0339CCA90AA2F5689B47A5166E5BEA6B	1	
2558	SO2677	193	9174EED0C587C6FB29AF38C9D3BC142B5B6ED8B3	1	
2559	SO2678	64	6C81C6D8FB8D7AEDB91BAB4A4D398F0DDDB1A2F9	1	
2560	SO2679	519	D3E8B2838C5571064D7B8AA9432679E036C23C33	1	
2561	SO2680	521	30207812A313C5E6B91596AA3BCBF700E0A63E5A	1	
2562	SO2681	262	577AC54D0C33F51238AAF0DEC494A4FD28E55D61	1	
2563	SO2682	77	26E5267D32B60E2448F79FCEF2076CEBECFF8CA7	1	
2564	SO2683	78	C696CEC7674366F3D2B3BAFB664AF2A0F6E306D0	1	
2565	SO2684	319	B2EDB504CB2D8C2B85EB55C709997F6DE4903FB2	1	
2566	SO2685	299	82DC7ADD96473F3839930CC996ECFF78E57F6D52	1	
2567	SO2686	82	C5B068B81EF2167E4B252AF66AA60BA1CF2B5AF9	1	
2568	SO2687	186	E0D04D2C91AACA5E954D1D909731C8346BD6B8AA	1	
2569	SO2688	219	0AF17B4F84FAB5B0292A5D676F74242197E9D771	1	
2570	SO2689	143	0C49F910CCB383C85C829173468895C2066B92C9	1	
2571	SO2690	165	2A3820F8FCFA14588EE66853109A6738BBBA4015	1	
2572	SO2691	196	E9359DD0024890FF472285E179AE83EC933F2DB8	1	
2573	SO2692	54	29EFCCC9A61F51BB0026C2D8A5DC210388369CF1	1	
2574	SO2693	493	6B72A85D89E7B0EE891EADECEFF86CE087B23B5A	1	
2575	SO2694	117	F6D3EEE7ACC09E381A6CB3BAA05885DA126EC575	1	
2576	SO2695	119	C34C77CBC48A4FE65253CE1C7B9C28B688746AFF	1	
2577	SO2696	53	93E6BC4A352AB5711D6A005008F3969471F9BFCE	1	
2578	SO2697	553	1C0B04396CBC6CBA5EEDAB0E44AB0243CA970500	1	
2579	SO2698	438	C7361A1F34ED2DFA321C998C6358371E91850CBC	1	
2580	SO2699	359	2812950CD7E7EBA1821FB1D05135B1408EA77507	1	
2581	SO2700	215	C8273849DBC5DB6CC935DF3F8295412BF576B44B	1	
2582	SO2701	151	A79766245F4E1DB5C35777A6F442BCBFCA5C4336	1	
2583	SO2702	355	D39FC5E0F8FB08168375B9B52887CEE587C66F21	1	
2584	SO2703	194	E16B2B70D75971CDD0F81ACD2BB2001E254EABA9	1	
2585	SO2704	575	DB17A44364C6157C190DA24E0428C60753E2E4DF	1	
2586	SO2705	878	319E1E83CB030008BDE955980823B0A9BD4BBB79	1	
2587	SO2706	444	B9CA721FDF61BFE013DFF52783A8EC6904BEDCBE	1	
2588	SO2707	171	588FF1B158EA0F6A426FAC4CC0766BC4DF9E107B	1	
2589	SO2708	182	B1A3354F6587A372ACE20B96176AE19A5A1EE5CC	1	
2590	SO2709	35	0694A38ED3A538369C8E89F916BA4AC14F27D9BE	1	
2591	SO2710	197	DF368B5DA11A980093C5FD618E36D6D7D4A883EB	1	
2592	SO2711	290	709C188E7E8B5DAB5070B9FC73349C28156EE69C	1	
2593	SO2712	379	F0C09414365CBF5DB9A7428DFAFFE65DC0BD8356	1	
2594	SO2713	221	4A41FA09D6DD978FBA8267556C14DD997502850E	1	
2595	SO2714	86	E61410B69417052A7AEC67594080CABF53C6F2BE	1	
2596	SO2715	733	BC4F3C41A878175B341F161E483EA4FBB94E8355	1	
2597	SO2716	48	29A66C0D41E79416EB3EB2EABFFDC3901DAB8A53	1	
2598	SO2717	226	A28990E14E3393E1DDE751BACCA49CD2C8D39C9A	1	
2599	SO2718	384	617971496A1F5AD64CA9BBE23B8AA925F336CCD1	1	
2600	SO2719	234	CEA6B6ACB31D02B0CA349E1ED10E60EB1B8B0D72	1	
2601	SO2720	131	3464B21ABBAD1329C609FFDD2EB46536B86046BC	1	
2602	SO2721	159	F1ADE89FB691F81670E610BFF3D853F8CD92C35D	1	
2603	SO2722	175	5F29899F957E1F62729FB1FEBC6192004DECA1C4	1	
2604	SO2723	118	90DD7C4E18AA2F692097E0CC90AF3D53C0DE87F2	1	
2605	SO2724	588	386B7F3DACDD9D180204838F66CB3507D79B2E1A	1	
2606	SO2725	211	586B48D03C7BC83E43315B76C697A5242FF979DE	1	
2607	SO2726	248	56A9CCEF44D1150C36F0B85C5BC642E8FF5D7486	1	
2608	SO2727	116	763335A71AF4D6B7B2EFE7B0E5D3E8039A3BF294	1	
2609	SO2728	287	B5E2E185EAB67684A70CAA62D7BDD152B378B947	1	
2610	SO2729	30	0F8D48BA6BDF130A80F333E1893EE1D43A0D5C4A	1	
2611	SO2730	236	B67846087E1EDE79F20B6C792D6B4023E897C07E	1	
2612	SO2731	528	3507185804EA66D9088D19862FDEF87A2C1462C9	1	
2613	SO2735	70	D45397F66C01EE79E9026EE18B34A7B0BF334EB9	1	
2614	SO2736	322	47E60AE8BB421CBE9EE4339E936A057F83F6A283	1	
2615	SO2737	231	369E6A8A06CE513F530F75679F6C0B5651746468	1	
2616	SO2738	275	B8FE57560BE715563224F3CF2CD09DE5F720A065	1	
2617	SO2739	401	18A64593F6BAE664CE0E3BDA3E6D4538D88E5589	1	
2618	SO2740	350	EE51CE6BDA72293B268B32B7C3B03AB8BE56E5C8	1	
2619	SO2741	461	3A5451E4E29ED6557DDCF62B457F86C62F33543B	1	
2620	SO2742	1145	CA5D5723C6B4D9985EB21B882E15C813EBE710F0	1	
2621	SO2743	650	8E80120BA222A8ED93F86E3968C27BB1D83E359B	1	
2622	SO2744	590	25C0A1A19029CBBE0B80E87171C5AE040A459686	1	
2623	SO2745	86	862EB370B95D135FB1F9796252EB1DF6236FA902	1	
2624	SO2746	250	586EA0DF48D41BDDCA1D15F506D5BFA4AF955003	1	
2625	SO2747	177	301CF926FB6DB2B8289EE174F27ABB0B238FB3C8	1	
2626	SO2748	442	950EB060959C695E8F183FBC20DFDC532B8E445C	1	
2627	SO2749	345	EA60C4A9D9B545E9EC332B94EF9CB9AD40E4B61C	1	
2628	SO2750	144	DF0E4B6EA763FD02700F49F802BFF67692ADBCEC	1	
2629	SO2751	228	4FD7FCC235BEF8E043C9F0C0E361CC6174344C21	1	
2630	SO2752	133	9E830055E11E316F2AFBA5442C4EB4C16374C994	1	
2631	SO2753	727	41A3916FB8239D3572B8D650B6138666DC865414	1	
2632	SO2755	222	8D413660F33D2514592ED6BBEA9409A2A2CFE446	1	
2633	SO2756	201	598ACAF482F0551231A53585C643522B970D63F8	1	
2634	SO2757	439	123B5159041A515978062D3A5F98D4446B1B1E60	1	
2635	SO2758	467	B3D2FA1B2A765F23A33AD2EF3DA527F62E7F319C	1	
2636	SO2759	208	F2291E501E321F0424F49F0989046D5ABF2B621B	1	
2637	SO2760	352	D5DA3DC920CF062E9550761CE39965A1783FEADF	1	
2638	SO2761	214	DA86F709BDEC991BEAE94CF9C7B3F51BE4F17F61	1	
2639	SO2762	248	5240929614F8924E563E349E317892897BA73E1D	1	
2640	SO2763	271	6AC45CC00FE98F79D971670966B76DB242766B99	1	
2641	SO2764	107	DF5BA8FB4460A56E3BE5FE53AF1EABA6AF83DE47	1	
2642	SO2765	44	B399D56F8CD08887AE97FD6A477107E425345B43	1	
2643	SO2766	522	5E59D44A00EED042B690CCBB6B6976BD376E9CDB	1	
2644	SO2767	554	87C5720FC958206C8C98B292245B68509665A487	1	
2645	SO2768	596	78B6D90B84336F53FB91A9A08E81F47A1C4F5BF6	1	
2646	SO2769	282	269E009334B06BDF1A31E6182658DF2FE1EF2FB9	1	
2647	SO2770	36	C303CD63862F1FC495D839E34EB4CCD55A468825	1	
2648	SO2771	291	A137C005501AE70D3CCAC62928EC22F7202DD994	1	
2649	SO2772	159	654208D696E56CBD5A0F264CE71C6A8386F6F6B8	1	
2650	SO2773	122	99A814C4C455E45B9F0725F2B2133F512D2BBBC5	1	
2651	SO2774	412	6E4F62A440C58EC1AB693BF08BFA869E80AD6FA4	1	
2652	SO2775	77	F69B3885579E357625BB111332071811601F8323	1	
2653	SO2776	248	655DA9FEB0EFAEA6FD616D31B317F7F0138A8587	1	
2654	SO2777	308	BFA561F2C7EAB70710B0A09F31736AE7769D45B7	1	
2655	SO2778	319	11CEDA7CD65A12A6A824E8C5BD86F8D603CC87F3	1	
2656	SO2779	342	081719058849E27378285CC512F59ECA4EB7F67E	1	
2657	SO2780	56	BC7FED2DE7E9CD20E016899E1EC36A55211B4201	1	
2658	SO2781	174	FE9ED74A008155B54A83C9928602E0E94B86C629	1	
2659	SO2782	203	C775AB34FB38E538F3B159A7ACB99E403F439456	1	
2660	SO2784	319	EDE6CAE8A1E977F9E4F760C5D7D204080E0973FE	1	
2661	SO2785	1088	82F7E59C909D5A694473E6D226CBF41C56CBBDC2	1	
2662	SO2786	69	E56159825753F98033559CDAD66F2D81576C1766	1	
2663	SO2787	69	7141E5AA2AADA69ABC762A567EA367794536EBD4	1	
2664	SO2788	271	631CB935800C2438069B3FF7011647B7C07FF95D	1	
2665	SO2789	268	734A4E218DAD76F0F8F334312394D3705E6461F0	1	
2666	SO2790	470	CA8C6E4D621B4732B42F74A36F7A214565C90F54	1	
2667	SO2791	296	98942C744663A85C7A0651694A2200B52726BD0E	1	
2668	SO2792	71	A65EF5200516E6EB32DD67B9D3F87E3FFE2FB495	1	
2669	SO2793	115	4AFCD9473AE57238418EAC93A153197941CF0A19	1	
2670	SO2794	234	FB0952316EFFBD333F5DFE24E85FD982562996C9	1	
2671	SO2795	126	BEC347452A1B4FA76788366B75AC65CEA2753392	1	
2672	SO2796	1069	DC1EF47D3F91EAB23ABA628FB1E111B4030CAF8E	1	
2673	SO2797	118	4F505167424963F4760640524D22EC8199B79571	1	
2674	SO2798	230	512A998A35887403B5CF5F4E7F56E864FB2F7DED	1	
2675	SO2799	154	6F3EC30BBFB72EA0F3B77C6A44DE00C282EE1D2E	1	
2676	SO2800	59	BCFC5B33398585CCACA8AAAFF8712D833048780E	1	
2677	SO2801	335	9E11CB1A6EA50A2AB701B32F67CE3721324D4269	1	
2678	SO2802	601	9E1F0DA1BD52B2AD3BB61769547B2B54B94FB43F	1	
2679	SO2803	769	5EAB7EF66F691CDE2BDDDB5519344A95F2C74D58	1	
2680	SO2804	169	6F6F7D14E9C2AD3AF47841DEA135B844FC820D20	1	
2681	SO2805	390	F1D717CC82874AFC9AB20E825EAE4B930F01E23A	1	
2682	SO2806	134	CE6286114415B9CDBEBFAFD873FDBAE45FE4EC7C	1	
2683	SO2807	100	3BA9BF295C71AD7BCE17F780FE704A8325F35D5E	1	
2684	SO2808	222	1FFD40438CF424F0D19FE749CA4DD06F4AE4BE80	1	
2685	SO2809	113	29718ECEE47968F84417CDA24019F966BC91C1D2	1	
2686	SO2810	110	65878FE4AC6C0339DFFB2FAF6175B2FAF0A681FD	1	
2687	SO2813	254	08A624EBC4206478402CF27F15496AB2DBA9EFDA	1	
2688	SO2814	35	78DC14680B592DFD9E454FE91969254141852E3B	1	
2689	SO2815	439	3A8A3DEE8D55E53FA492B9A30957A49CD834CCAE	1	
2690	SO2816	55	EEFF93D38AAF8359C61FF1CCC681F26487B3D5DB	1	
2691	SO2816a	50	F45526A4BAA7DAE17C427CF400B67C00364D9275	1	
2692	SO2818	138	45D9883777D95CDE03958A773B6EFD0790A723A9	1	
2693	SO2821	83	ABB3AD53066DE9BB2EA6B710AD661960C0E47E96	1	
2694	SO2822	560	9C3762D570EF60CF09B0B2A1CB9FFC880643E251	1	
2695	SO2823	236	16E26ED5B796E4B0DA2BD74D42ACFFF37999F437	1	
2696	SO2826	41	BB54330DF35FE2500421CDDEC465365D74CBC192	1	
2697	SO2827	123	EC4585478ABE499C238C1BBB689E2C165E4D69D7	1	
2698	SO2828	62	0B5F497E890518A72584370D57F3713822A926EA	1	
2699	SO2829	149	59CA0A5EEDF56188FD285F8503EBBF55490A9BCB	1	
2700	SO2830	312	E915C7976B9FFE3C7389F544F58E61BBDA82AB75	1	
2701	SO2831	203	F7C631A813B409640B2715B9876355B34F0A4927	1	
2702	SO2832	118	30F27E421F7672957E9C8B0EE73E49A986EAB1F9	1	
2703	SO2833	153	6513E8115848981B8E462742932D0FB251CF943F	1	
2704	SO2834	705	0194E5698D69B2BA4FA339D05A2DD42EC9F0CBE2	1	
2705	SO2835	241	54B778EA5499EFBF1231DF1270ADBA51ED6CE57F	1	
2706	SO2836	315	151A833E77A9021D5DC6B99E4F4FF2E8F10A2596	1	
2707	SO2837	39	564E68D51E9E93C0FC366C6C78386575B6DB66EA	1	
2708	SO2838	449	0711C27A314255DFBF8EBF1054D053E3E02BEE30	1	
2709	SO2839	145	10FE27D4402B89CB79C4CBD1A436341662114CA2	1	
2710	SO2840	173	8C793E20E6412A6D8DAE5CC0658F980D68453180	1	
2711	SO2841	155	C0AB5FDDAC44F63A9BCEF48F6E6F65C3A9C96102	1	
2712	SO2842	434	99C99FC0D9E0C29EDC5D08FA9A6B8A4CC7310B92	1	
2713	SO2843	1018	E55480F28D50E93126E687004DCB27DFD223E3EE	1	
2714	SO2844	399	E7E92CC41B603133D2FD4745039C73A55C3336F6	1	
2715	SO2845	44	A21F416D130A6C70F1817A161263ED9D1E0EEE81	1	
2716	SO2846	256	E76EC8C4B598E2131A06785AE1BE5D5D33DF0636	1	
2717	SO2847	297	8A5476537FE909095C22319177F1D02A88DAD7AC	1	
2718	SO2848	131	F460152893024F5F9FE25F2BE45105798FF5C02E	1	
2719	SO2849	153	FDD259545DF8E30F9F8F735395B9A8671828A00A	1	
2720	SO2850	194	B56AF0701D99A277F9892431B848B5574D720A2F	1	
2721	SO2851	187	992F082F6066F40366BD2C5AD5560CEA62C153B4	1	
2722	SO2852	223	E973E910DF53ED48F1D9F5DF0785D4E3169ACD62	1	
2723	SO2853	354	2AD083CAE35CCFF57D09F83DA0FE94076ECFD6F2	1	
2724	SO2854	199	90E46845C951B1BA8BD7A964A5DE3550AA0E991D	1	
2725	SO2855	181	EA4193451027018DEE7264D75CEABEDA0830A1D1	1	
2726	SO2856	620	F89313CEA84EC1EDC34A67396B24159FE1F5988C	1	
2727	SO2857	578	93B626727A464D8917A97B69A4D840B9AEA5F5F2	1	
2728	SO2858	88	036151377C6537FDA0611333CE6D6151A0A64D61	1	
2729	SO2859	48	118B385F272F8B30813B1F805CB4F39E04E00552	1	
2730	SO2860	207	D71511A5310B8CDAB9B52548B1C2F0CADB9EC886	1	
2731	SO2861	283	776401F58B17883E63871DD8B6AED354E80AFD42	1	
2732	SO2862	401	3FC1046B2BA8957D6F16E37ADFBD17AB5C759A2C	1	
2733	SO2863	160	1A617FF7BDC7D4DB89FEAD1AE8611E43AFE3C252	1	
2734	SO2864	37	57261D98697E78F6338B5372E88A5BF44FD19C8B	1	
2735	SO2865	206	5E4A0E4BC9F756086E8D2122CE185445D7C1EBF6	1	
2736	SO2866	306	2A408AB803954D6968ACB7F20D5F37101CD820D8	1	
2737	SO2867	361	5993C0D8DC2C03D2B1CC8D801B7860C251A534F9	1	
2738	SO2868	77	9DCF30D7750FFF94837CA71F4E2A0C5630863B14	1	
2739	SO2869	489	B9E20E13513D7EE1C1946DBB3AB6F1D9145633F3	1	
2740	SO2870	34	E601C68F166A7656661DBF30AB326C1145F0F6A5	1	
2741	SO2871	122	26A779CFDD19FD4B2CE69F2C852E1389BB2B7A7F	1	
2742	SO2872	124	70305446001D6B2CBB750B22CAC2B6D3411DC284	1	
2743	SO2873	49	8A09F10426E7057F901D8116AF7A8B54CFD5B439	1	
2744	SO2876	650	9BD9BF4D222D9C109D537FD5B1D8C088291603EC	1	
2745	SO2877	236	0861E03983749BDDC23836A1083E56A2113CA740	1	
2746	SO2878	360	6D1AC6576EFF88F0EDE14E6B7EECD2B2649FEE05	1	
2747	SO2879	412	9F60105710607D5C26568B142E5220C30BAD15FD	1	
2748	SO2880	110	BC17C62010E21D6C0E50B45731BCD5CA137172FB	1	
2749	SO2881	194	CF889B0B0FF19A0425403A70522A592465FA0435	1	
2750	SO2882	644	2EFCCC623C6E92D8E7A0ADE23A2A537D2443C224	1	
2751	SO2883	422	8E2E681ECF1DF8AF597C876C394E224FCD27E1F9	1	
2752	SO2884	508	79ECBF5DBF1D7F68AEBD188C4D4A73F37D7E5671	1	
2753	SO2885	240	20BD57E31C5890648E0AF48F4F632B5F0A4E75AF	1	
2754	SO2886	533	243E08E9769D36A546042B0447DAE6F7AE81161C	1	
2755	SO2887	175	6CC52C5618441ACA0360BB3105DD119BA707F3A5	1	
2756	SO2888	89	08C85E00D25A9EABF45FA46CD83CF49831513817	1	
2757	SO2889	869	D85CA564792E179D410E42E229B9A8E4C2CD2CF4	1	
2758	SO2890	126	C42688F2C6CAC6A87515DF4937084BBF3F32EB94	1	
2759	SO2891	118	6D85C9C1F11DA06B2D5EC49308557034468DD4C4	1	
2760	SO2892	39	3271F410DDFACC64F1454D21143BDF62A25ABCA3	1	
2761	SO2893	191	B7081E151CF0C9FF31948D735AAC208788EEC71E	1	
2762	SO2894	151	0FFC43298E780CD71D43B09AD3A5E94B326418B4	1	
2763	SO2895	212	68B5DB70E65DE1D392BB8A418560B8B50B6B79AE	1	
2764	SO2896	689	DC4CFF947C7C87D65BBE54F13F01E4A1674D939A	1	
2765	SO2897	344	E485F9948B743885DF33955E8AA26C85A9D936D4	1	
2766	SO2898	1145	54135345CF543721AC37A04733D3C7D99BBC6B83	1	
2767	SO2899	259	84F603655199E7EFD856826F503CDFC6D5E32059	1	
2768	SO2900	793	5ADF6D030B74BCEC0B98D54AE8378427DAA83341	1	
2769	SO2901	341	2B9BD2E20E66CEBC1C7860D03006A4428E32597B	1	
2770	SO2902	376	DBE117D77B70A9007BF2E3A5803C835C3CC22ADB	1	
2771	SO2903	322	494848640F761107D3A7D8297841EBFFBEBB8EC7	1	
2772	SO2904	32	04F37EB489F909050F59B496D645CBEE85D09432	1	
2773	SO2905	357	724F14CD5EE3FE7784040CF2B879844FF15BCAAD	1	
2774	SO2906	332	215D18457B8C9A7952C2C31BF5BFB3F686743816	1	
2775	SO2907	884	CA21808B9E965E450959378C0C8190DE39224418	1	
2776	SO2908	203	8690A04E47738934C198266B5DE14B26C453862B	1	
2777	SO2911	324	3B05342AFF7FDF85D45E6CA8524F666E14CAE3CF	1	
2778	SO2912	760	38EFF6AFE2812B3A3883448966E13C78863A2EC9	1	
2779	SO2913	246	FF09FB89781B8E90618DFB2AD50723314519214C	1	
2780	SO2914	179	DD526F5372886CEA28BBBA33D91325496748D8B2	1	
2781	SO2915	399	9303093A9E053749E2730112F71C79DE74E47467	1	
2782	SO2916	717	FD0B5C1F75352A88AF6A65CAEA42A5AFB4032B5E	1	
2783	SO2917	143	CCB3B09F27069CDE0659728C27BA95DC92C7231D	1	
2784	SO2918	30	C9BE562ECD67A537A7A2A98E2C269C68D2C131DD	1	
2785	SO2919	303	E110825213BE52B6027457CAC6C76608B4857A6B	1	
2786	SO2920	368	50351B5F4CB539EF2BAC359D0759A01E2DCFF5B0	1	
2787	SO2921	122	AC5F0FE9878149E2936B5A168639DB5D3E066008	1	
2788	SO2922	296	9CA1102D3B66ABCB88A5FF74D24E203951288CA3	1	
2789	SO2923	407	11AD2E1F2D737FFE272C80AC211076A5E4C01A05	1	
2790	SO2924	220	0147DB51B92365C78DB0F101678A917C37B215AF	1	
2791	SO2925	31	3D25F6901B492B9C07B67DF9AEB5788AF98A1880	1	
2792	SO2926	835	37B5D52E9A41B59C3D752BEA0D753E49B7EFF11A	1	
2793	SO2927	253	AA1BC4CD65A1DA416154972456AC609A66B3A810	1	
2794	SO2928	227	4C465ED9ABA35C6F4066B297060FAC2FF23DC5A0	1	
2795	SO2929	355	C54CAD97CBEC923C41D23B60E9433BEF2454B132	1	
2796	SO2930	907	973A6EAD8256BBC6FC9FE4D2BD27CE005879D311	1	
2797	SO2931	390	7503B7167B2DC816BB0DA5091827AA45F787B009	1	
2798	SO2932	353	268BD6E030F129841F8B6ACA57CADAF834468B6E	1	
2799	SO2933	342	B22B1431EF0FCAFA2AC1E052D025E93D8623DB0D	1	
2800	SO2934	827	376F6B2C6A5BD709BE35BFBCA50F20A7C765DAA7	1	
2801	SO2935	245	B328EDE85B888D0F8F146F56BE2FE28A1FD1E358	1	
2802	SO2936	323	CF6EE6055B53EA4D037222AAA4D1E6AF5948FA71	1	
2803	SO2937	291	DCBEA9512A58331280D96CBBD4226EE327342A40	1	
2804	SO2938	180	2EDF7AF45308CA26EABC3D63D09F0F70801947E6	1	
2805	SO2939	236	93098EA536CA9B1BAFD41CEBC878887B6DE43B90	1	
2806	SO2940	1341	F2874567F44B531D751F5132B095CAED1B0DC384	1	
2807	SO2941	209	F92798BFA48AC24637E4C76ABBC447AB3E3B3E07	1	
2808	SO2942	188	F2B6499DDC525F2AC4A8E9D6EFDC249917568E48	1	
2809	SO2943	85	B30C006850E3BB067794E5D8D25818A9AB5B4B7C	1	
2810	SO2944	531	5A6608D054229B2B660896B9B480471119232B5B	1	
2811	SO2945	301	A4523605364CA756BB09656BE63B922E2DEBF0E8	1	
2812	SO2946	262	42C9CA2EF8B745067E8516E9F20564F5336E03D7	1	
2813	SO2947	90	268345033D16E9A50120EEA8CD643BD33ED1B7BC	1	
2814	SO2948	237	2997FC64FFB51520F224D713F8EBF8D307ADF67B	1	
2815	SO2949	241	EA84D0A0E207D575A92C00F2D71F5B2164A37925	1	
2816	SO2950	219	2BD3D431506067E1EBB0F16714D25A2150C14E50	1	
2817	SO2951	704	181701757A8945851FF188A098153C5739029A1E	1	
2818	SO2952	111	CD766D91450512E391147B7D07AC18B9451930AC	1	
2819	SO2953	914	ACACA9CDA989DEF9D6CE0F46CDBE4C649053E2B2	1	
2820	SO2954	50	1579EA8DA3208CB531610F798514D73D1C34297B	1	
2821	SO2955	164	1AEFCA24C5AA860906B296B6F56F7871DA456E6C	1	
2822	SO2956	157	92B2AE124BCCBA64FEB5984A4CE4429404CA28F0	1	
2823	SO2957	122	61F5D15F4FEBCF3B22683C114B216845DF651889	1	
2824	SO2958	153	54B75C37C4D14ED8EE4B42840F20701980516D4E	1	
2825	SO2959	78	306FE1F758715C77F1ABF2C54C4F3CE38C8D079C	1	
2826	SO2960	120	35751D5D16D7F355CDDDD56252015D044B4A7412	1	
2827	SO2961	98	C6CD9A59E29C0B736728AF9F872E3DA30AB79BC5	1	
2828	SO2962	94	9C9288BE33F0DFEC42A6959F0E7F78F0D6607B23	1	
2829	SO2963	396	203F2B32452D91F97A057B3C675F48D46CE550B2	1	
2830	SO2964	284	1DF75C6EE28A388BECB9DE2DC136B8CA012DC8F3	1	
2831	SO2965	432	C1D3F5D2E64C04A5F9811D32F208C94A7434DF24	1	
2832	SO2966	53	E231D46380E584E6F4D30F715AEE627C7B2D5412	1	
2833	SO2967	581	A2EACC4673EA123E25EDC121CBF80321CDCF1BB3	1	
2834	SO2968	170	0E04558103862C01E1DCC4C027FAE90C16736C96	1	
2835	SO2969	109	9B3D32CC0306F395FC4090D4F3C6386404D0A815	1	
2836	SO2970	122	32E13E7DE1F2D0F2CEB64DEF07129EC4DE7C6CBF	1	
2837	SO2971	89	1F94D450B7F92B73A807B3AE6E89369D4D0F87F5	1	
2838	SO2972	174	8E72E2C14D507DF7CCEC492966073560C828DE69	1	
2839	SO2973	170	644F79DB465452D60E02C16F4CF1180594612D17	1	
2840	SO2974	87	6A4FA8D2B572F7AC01EA9AFC5C805A51BF2C125C	1	
2841	SO2975	111	126F343203442F77385B158E374A9EADF8B19695	1	
2842	SO2976	107	7FC7EC8C120F2C44117825D3E7ED1267CA953753	1	
2843	SO2977	101	6586AEC5EBA19EC754C192CE81740B07BAAD8328	1	
2844	SO2978	399	E8DCBFAFF697653FFD53291271545DF9FB552A02	1	
2845	SO2979	200	EF51FB159151C7C6C69E6A7AD48D1CD6BBCD2016	1	
2846	SO2980	188	ED1CEAE29BAE31E6EB8A878BC07B348C764D43A0	1	
2847	SO2981	194	F5C047BA2FC6F71474836D999F35572A3D36B791	1	
2848	SO2982	171	5F501AEB828F212D70B5ED63A813CA7A00B80C82	1	
2849	SO2983	130	09A1BAE8ECCFB67332A58AAFE879025A7A57256B	1	
2850	SO2984	186	738FC279C5DA3FEC0AB5248046FE14B51E314710	1	
2851	SO2985	338	8A69A136B9420DFE86AFD602354F37F2D69BD07E	1	
2852	SO2986	97	6B444EA72D558FF77759099A3F2EBB0D49AA34EC	1	
2853	SO2987	64	5C952FC684CE09AD0E22BB85CEE27A6E03F82B08	1	
2854	SO2988	169	FEE064C6407785CA5469F84D3D0BAEE58D45BC81	1	
2855	SO2989	88	AB5C8D4F945B695EBBC14D77F0E901D5ED9F76DE	1	
2856	SO2990	272	C22C5D5C3D287F63CCF9D938C12849119D360004	1	
2857	SO2991	140	DC0DBE2CC0DBFB26D7500655D4D5A751CEA5C863	1	
2858	SO2992	101	A65B0A8E2AEC21287AD1C09E2D2E366EAB643ACB	1	
2859	SO2993	247	54DD03A76F81262C9D726434D603E6F2A9A608C5	1	
2860	SO2994	32	22ED155775DC040F37630A4E207E62630B55F37B	1	
2861	SO2995	78	09CBEBDA2FF1E8DC874F1362DCBFFA96E145E78F	1	
2862	SO2996	39	F51B5F5FA4CFD5753DD50ED0DF395C9C884838BC	1	
2863	SO2997	101	C5FD0F4FFAFB67F382C334A5EB5839B868698D34	1	
2864	SO2998	93	D30928BE2777924EFE23738EB01054B8AE4E8092	1	
2865	SO2999	54	E73F402584E6142781EEC122ADCD8710AD06B207	1	
